# Forces      
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
4094          	((0.000000e+00 0.000000e+00 -8.592160e-13) (5.630128e-01 -1.029671e-15 -5.000275e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.195162e-14 2.148040e-14 0.000000e+00) (4.393819e-16 1.250069e-17 1.798655e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4095          	((0.000000e+00 0.000000e+00 -8.745210e-13) (5.630128e-01 -1.195232e-15 -5.339643e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.347886e-14 2.186302e-14 0.000000e+00) (4.710914e-16 1.334911e-17 1.797468e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4096          	((0.000000e+00 0.000000e+00 2.893998e-13) (5.630128e-01 -7.527610e-16 -4.711447e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.598281e-13 -7.234995e-15 0.000000e+00) (4.213512e-16 1.177862e-17 1.796284e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4097          	((0.000000e+00 0.000000e+00 3.623313e-13) (5.630128e-01 -4.467477e-16 -3.676388e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.214238e-13 -9.058282e-15 0.000000e+00) (3.379840e-16 9.190970e-18 1.795101e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4098          	((0.000000e+00 0.000000e+00 -7.786471e-13) (5.630128e-01 -6.984171e-16 -3.872334e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.985676e-14 1.946618e-14 0.000000e+00) (3.450045e-16 9.680835e-18 1.793919e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4099          	((0.000000e+00 0.000000e+00 -1.186129e-12) (5.630128e-01 -1.001021e-15 -4.873577e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.131548e-13 2.965323e-14 0.000000e+00) (4.202916e-16 1.218394e-17 1.792741e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4100          	((0.000000e+00 0.000000e+00 -3.797588e-13) (5.630128e-01 -9.071256e-16 -5.082209e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.423272e-14 9.493971e-15 0.000000e+00) (4.328055e-16 1.270552e-17 1.791565e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4101          	((0.000000e+00 0.000000e+00 -5.214545e-13) (5.630128e-01 -9.469791e-16 -5.005098e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.662566e-14 1.303636e-14 0.000000e+00) (4.339975e-16 1.251274e-17 1.790391e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4102          	((0.000000e+00 0.000000e+00 -7.592364e-13) (5.630128e-01 -1.073466e-15 -5.209719e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.427398e-14 1.898091e-14 0.000000e+00) (4.516517e-16 1.302430e-17 1.789219e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4103          	((0.000000e+00 0.000000e+00 2.775312e-13) (5.630128e-01 -6.562015e-16 -4.529001e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.593083e-13 -6.938281e-15 0.000000e+00) (4.068984e-16 1.132250e-17 1.788048e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4104          	((0.000000e+00 0.000000e+00 -1.023502e-12) (5.630128e-01 -1.000153e-15 -4.989822e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.223226e-13 2.558755e-14 0.000000e+00) (4.366014e-16 1.247455e-17 1.786878e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4105          	((0.000000e+00 0.000000e+00 -2.086016e-13) (5.630128e-01 -8.473596e-16 -4.702807e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.021066e-14 5.215040e-15 0.000000e+00) (4.127938e-16 1.175702e-17 1.785711e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4106          	((0.000000e+00 0.000000e+00 -4.335743e-13) (5.630128e-01 -8.460628e-16 -4.581297e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.672923e-15 1.083936e-14 0.000000e+00) (4.054788e-16 1.145324e-17 1.784544e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4107          	((0.000000e+00 0.000000e+00 -9.352827e-13) (5.630128e-01 -1.062068e-15 -5.142289e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.305688e-14 2.338207e-14 0.000000e+00) (4.405840e-16 1.285572e-17 1.783379e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4108          	((0.000000e+00 0.000000e+00 -7.787778e-13) (5.630128e-01 -1.162771e-15 -5.443541e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.087854e-14 1.946944e-14 0.000000e+00) (4.700858e-16 1.360885e-17 1.782216e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4109          	((0.000000e+00 0.000000e+00 -8.424171e-13) (5.630128e-01 -1.285612e-15 -5.955841e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.109017e-14 2.106043e-14 0.000000e+00) (4.918215e-16 1.488960e-17 1.781053e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4110          	((0.000000e+00 0.000000e+00 3.291572e-13) (5.630128e-01 -7.795160e-16 -5.154671e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.989066e-13 -8.228931e-15 0.000000e+00) (4.502252e-16 1.288668e-17 1.779926e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4111          	((0.000000e+00 0.000000e+00 -5.866377e-13) (5.630128e-01 -9.259395e-16 -5.051747e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.544975e-14 1.466594e-14 0.000000e+00) (4.359635e-16 1.262937e-17 1.778801e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4112          	((0.000000e+00 0.000000e+00 -3.361808e-13) (5.630128e-01 -8.599634e-16 -4.760045e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.906932e-15 8.404519e-15 0.000000e+00) (4.136912e-16 1.190011e-17 1.777679e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4113          	((0.000000e+00 0.000000e+00 -6.388789e-13) (5.630128e-01 -9.591058e-16 -4.789867e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.296775e-14 1.597197e-14 0.000000e+00) (4.207034e-16 1.197467e-17 1.776560e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4114          	((0.000000e+00 0.000000e+00 -3.624327e-13) (5.630128e-01 -8.798406e-16 -4.742374e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.479807e-14 9.060817e-15 0.000000e+00) (4.184734e-16 1.185593e-17 1.775443e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4115          	((0.000000e+00 0.000000e+00 -2.112563e-13) (5.630128e-01 -7.698379e-16 -4.429232e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.103338e-14 5.281406e-15 0.000000e+00) (3.967721e-16 1.107308e-17 1.774329e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4116          	((0.000000e+00 0.000000e+00 9.105026e-14) (5.630127e-01 -5.556306e-16 -3.745450e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.407342e-14 -2.276257e-15 0.000000e+00) (3.525399e-16 9.363626e-18 1.773217e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4117          	((0.000000e+00 0.000000e+00 -1.306408e-12) (5.630127e-01 -1.018789e-15 -4.599874e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.703414e-13 3.266019e-14 0.000000e+00) (4.133658e-16 1.149969e-17 1.772106e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4118          	((0.000000e+00 0.000000e+00 -2.860819e-13) (5.630127e-01 -9.114318e-16 -4.461853e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.146718e-14 7.152047e-15 0.000000e+00) (4.017168e-16 1.115463e-17 1.770999e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4119          	((0.000000e+00 0.000000e+00 -7.975886e-13) (5.630127e-01 -1.044825e-15 -4.964455e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.285247e-14 1.993972e-14 0.000000e+00) (4.356864e-16 1.241114e-17 1.769894e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4120          	((0.000000e+00 0.000000e+00 -8.710114e-13) (5.630127e-01 -1.164069e-15 -5.519913e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.227671e-14 2.177528e-14 0.000000e+00) (4.770432e-16 1.379978e-17 1.768791e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4121          	((0.000000e+00 0.000000e+00 -7.546975e-14) (5.630127e-01 -9.228391e-16 -5.240300e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.544583e-14 1.886744e-15 0.000000e+00) (4.486226e-16 1.310075e-17 1.767691e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4122          	((0.000000e+00 0.000000e+00 -8.852161e-13) (5.630127e-01 -1.127408e-15 -5.516967e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.812180e-14 2.213040e-14 0.000000e+00) (4.753759e-16 1.379242e-17 1.766592e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4123          	((0.000000e+00 0.000000e+00 -2.690976e-13) (5.630127e-01 -9.790706e-16 -5.198149e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.616617e-14 6.727439e-15 0.000000e+00) (4.573095e-16 1.299537e-17 1.765495e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4124          	((0.000000e+00 0.000000e+00 4.563387e-13) (5.630127e-01 -5.698222e-16 -4.237226e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.523108e-13 -1.140847e-14 0.000000e+00) (3.753310e-16 1.059306e-17 1.764399e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4125          	((0.000000e+00 0.000000e+00 -1.241788e-12) (5.630127e-01 -9.908603e-16 -4.863469e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.306917e-13 3.104470e-14 0.000000e+00) (4.251952e-16 1.215867e-17 1.763305e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4126          	((0.000000e+00 0.000000e+00 8.631545e-14) (5.630127e-01 -7.008331e-16 -4.241760e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.545975e-14 -2.157886e-15 0.000000e+00) (3.871459e-16 1.060440e-17 1.762214e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4127          	((0.000000e+00 0.000000e+00 -1.357749e-12) (5.630127e-01 -1.160874e-15 -5.046695e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.658413e-13 3.394372e-14 0.000000e+00) (4.433471e-16 1.261674e-17 1.761124e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4128          	((0.000000e+00 0.000000e+00 -4.734697e-14) (5.630127e-01 -8.854631e-16 -4.670373e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.964973e-14 1.183674e-15 0.000000e+00) (4.200903e-16 1.167593e-17 1.760036e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4129          	((0.000000e+00 0.000000e+00 -7.257502e-13) (5.630127e-01 -1.020139e-15 -4.915747e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.128892e-14 1.814376e-14 0.000000e+00) (4.327642e-16 1.228937e-17 1.758950e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4130          	((0.000000e+00 0.000000e+00 -8.415939e-14) (5.630127e-01 -7.865397e-16 -4.678788e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.706491e-14 2.103985e-15 0.000000e+00) (4.164798e-16 1.169697e-17 1.757865e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4131          	((0.000000e+00 0.000000e+00 -9.957158e-13) (5.630127e-01 -1.084906e-15 -5.110844e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.160225e-13 2.489290e-14 0.000000e+00) (4.514362e-16 1.277711e-17 1.756782e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4132          	((0.000000e+00 0.000000e+00 -1.021967e-12) (5.630127e-01 -1.263138e-15 -5.726897e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.939557e-14 2.554917e-14 0.000000e+00) (4.985623e-16 1.431724e-17 1.755701e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4133          	((0.000000e+00 0.000000e+00 1.565172e-13) (5.630127e-01 -9.092530e-16 -5.106133e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.153830e-13 -3.912930e-15 0.000000e+00) (4.558666e-16 1.276533e-17 1.754622e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4134          	((0.000000e+00 0.000000e+00 -9.864964e-13) (5.630127e-01 -1.198426e-15 -5.423392e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.164490e-13 2.466241e-14 0.000000e+00) (4.746361e-16 1.355848e-17 1.753543e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4135          	((0.000000e+00 0.000000e+00 -7.022676e-13) (5.630127e-01 -1.210559e-15 -5.670486e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.177051e-15 1.755669e-14 0.000000e+00) (5.000897e-16 1.417621e-17 1.752467e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4136          	((0.000000e+00 0.000000e+00 -4.706760e-13) (5.630127e-01 -1.143016e-15 -5.599839e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.923842e-14 1.176690e-14 0.000000e+00) (5.052978e-16 1.399960e-17 1.751392e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4137          	((0.000000e+00 0.000000e+00 5.907234e-13) (5.630127e-01 -5.995104e-16 -4.388915e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.978562e-13 -1.476809e-14 0.000000e+00) (4.085425e-16 1.097229e-17 1.750318e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4138          	((0.000000e+00 0.000000e+00 -8.140431e-13) (5.630127e-01 -8.765210e-16 -4.519984e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.350931e-14 2.035108e-14 0.000000e+00) (4.074678e-16 1.129996e-17 1.749245e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4139          	((0.000000e+00 0.000000e+00 -1.012418e-12) (5.630127e-01 -1.137664e-15 -5.241265e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.110612e-13 2.531045e-14 0.000000e+00) (4.419864e-16 1.310316e-17 1.748173e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4140          	((0.000000e+00 0.000000e+00 -7.765958e-13) (5.630127e-01 -1.202242e-15 -5.607938e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.740264e-14 1.941489e-14 0.000000e+00) (4.731248e-16 1.401984e-17 1.747103e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4141          	((0.000000e+00 0.000000e+00 -3.890427e-13) (5.630127e-01 -1.073010e-15 -5.565969e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.971856e-14 9.726068e-15 0.000000e+00) (4.773196e-16 1.391492e-17 1.746035e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4142          	((0.000000e+00 0.000000e+00 -1.017121e-13) (5.630127e-01 -8.693207e-16 -5.145867e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.646063e-14 2.542803e-15 0.000000e+00) (4.535272e-16 1.286467e-17 1.744967e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4143          	((0.000000e+00 0.000000e+00 -4.057890e-13) (5.630127e-01 -8.699291e-16 -4.929828e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.626103e-15 1.014472e-14 0.000000e+00) (4.316291e-16 1.232457e-17 1.743935e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4144          	((0.000000e+00 0.000000e+00 -8.875533e-13) (5.630127e-01 -1.070983e-15 -5.197468e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.110491e-14 2.218883e-14 0.000000e+00) (4.581548e-16 1.299367e-17 1.742907e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4145          	((0.000000e+00 0.000000e+00 5.388028e-14) (5.630127e-01 -7.880648e-16 -4.646927e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.281427e-14 -1.347007e-15 0.000000e+00) (4.222627e-16 1.161732e-17 1.741882e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4146          	((0.000000e+00 0.000000e+00 -8.942427e-13) (5.630127e-01 -1.071315e-15 -4.962801e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.225065e-13 2.235607e-14 0.000000e+00) (4.307662e-16 1.240700e-17 1.740860e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4147          	((0.000000e+00 0.000000e+00 -9.803560e-13) (5.630127e-01 -1.219027e-15 -5.505062e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.830044e-14 2.450890e-14 0.000000e+00) (4.735278e-16 1.376266e-17 1.739841e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4148          	((0.000000e+00 0.000000e+00 3.294514e-14) (5.630127e-01 -8.842247e-16 -5.146486e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.320721e-13 -8.236284e-16 0.000000e+00) (4.563895e-16 1.286622e-17 1.738825e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4149          	((0.000000e+00 0.000000e+00 -1.051074e-13) (5.630127e-01 -7.551143e-16 -4.632670e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.650020e-14 2.627686e-15 0.000000e+00) (4.191709e-16 1.158167e-17 1.737811e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4150          	((0.000000e+00 0.000000e+00 -9.626072e-13) (5.630127e-01 -1.022335e-15 -4.988799e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.829703e-14 2.406518e-14 0.000000e+00) (4.426042e-16 1.247200e-17 1.736800e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4151          	((0.000000e+00 0.000000e+00 1.322592e-13) (5.630127e-01 -6.772729e-16 -4.524442e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.229945e-13 -3.306479e-15 0.000000e+00) (4.100558e-16 1.131110e-17 1.735791e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4152          	((0.000000e+00 0.000000e+00 -5.581632e-13) (5.630127e-01 -8.175429e-16 -4.373004e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.697289e-14 1.395408e-14 0.000000e+00) (3.927508e-16 1.093251e-17 1.734785e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4153          	((0.000000e+00 0.000000e+00 -4.232928e-13) (5.630127e-01 -8.168975e-16 -4.253057e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.403087e-15 1.058232e-14 0.000000e+00) (3.797314e-16 1.063264e-17 1.733781e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4154          	((0.000000e+00 0.000000e+00 -6.668918e-13) (5.630127e-01 -8.927382e-16 -4.552099e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.894599e-14 1.667229e-14 0.000000e+00) (4.073370e-16 1.138025e-17 1.732779e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4155          	((0.000000e+00 0.000000e+00 -5.504614e-13) (5.630127e-01 -8.876397e-16 -4.816349e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.253979e-15 1.376154e-14 0.000000e+00) (4.325702e-16 1.204087e-17 1.731780e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4156          	((0.000000e+00 0.000000e+00 -6.338833e-13) (5.630127e-01 -9.842756e-16 -4.972706e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.954583e-14 1.584708e-14 0.000000e+00) (4.421782e-16 1.243176e-17 1.730783e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4157          	((0.000000e+00 0.000000e+00 -9.842663e-13) (5.630127e-01 -1.172824e-15 -5.696166e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.220301e-14 2.460666e-14 0.000000e+00) (4.877062e-16 1.424042e-17 1.729790e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4158          	((0.000000e+00 0.000000e+00 2.993221e-14) (5.630127e-01 -8.739526e-16 -5.289299e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.787981e-14 -7.483053e-16 0.000000e+00) (4.505933e-16 1.322325e-17 1.728798e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4159          	((0.000000e+00 0.000000e+00 -1.733305e-12) (5.630127e-01 -1.477804e-15 -6.393485e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.246400e-13 4.333262e-14 0.000000e+00) (5.342410e-16 1.598371e-17 1.727809e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4160          	((0.000000e+00 0.000000e+00 -4.187637e-13) (5.630127e-01 -1.281373e-15 -6.313939e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.522151e-14 1.046909e-14 0.000000e+00) (5.342992e-16 1.578485e-17 1.726823e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4161          	((0.000000e+00 0.000000e+00 -6.585259e-13) (5.630127e-01 -1.294368e-15 -6.345834e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.471720e-15 1.646315e-14 0.000000e+00) (5.474143e-16 1.586459e-17 1.725840e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4162          	((0.000000e+00 0.000000e+00 6.914299e-13) (5.630127e-01 -6.936762e-16 -5.082257e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.210317e-13 -1.728575e-14 0.000000e+00) (4.566809e-16 1.270564e-17 1.724858e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4163          	((0.000000e+00 0.000000e+00 -7.642137e-13) (5.630127e-01 -9.472054e-16 -5.045893e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.040905e-14 1.910534e-14 0.000000e+00) (4.364485e-16 1.261473e-17 1.723877e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4164          	((0.000000e+00 0.000000e+00 -5.536068e-13) (5.630127e-01 -9.592802e-16 -5.146881e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.322534e-14 1.384017e-14 0.000000e+00) (4.354426e-16 1.286720e-17 1.722900e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4165          	((0.000000e+00 0.000000e+00 -5.814363e-13) (5.630127e-01 -9.839390e-16 -5.154050e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.499970e-14 1.453591e-14 0.000000e+00) (4.390498e-16 1.288512e-17 1.721924e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4166          	((0.000000e+00 0.000000e+00 -5.155858e-13) (5.630127e-01 -9.818854e-16 -5.210861e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.988634e-15 1.288965e-14 0.000000e+00) (4.459696e-16 1.302715e-17 1.720951e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4167          	((0.000000e+00 0.000000e+00 -1.040937e-12) (5.630127e-01 -1.239147e-15 -5.671648e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.017263e-13 2.602343e-14 0.000000e+00) (4.816642e-16 1.417912e-17 1.719980e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4168          	((0.000000e+00 0.000000e+00 -3.099413e-13) (5.630127e-01 -1.088709e-15 -5.408894e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.279135e-14 7.748533e-15 0.000000e+00) (4.667952e-16 1.352223e-17 1.719012e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4169          	((0.000000e+00 0.000000e+00 -3.112657e-13) (5.630127e-01 -9.673167e-16 -5.350092e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.003097e-14 7.781644e-15 0.000000e+00) (4.626903e-16 1.337523e-17 1.718045e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4170          	((0.000000e+00 0.000000e+00 -9.000229e-13) (5.630127e-01 -1.143043e-15 -5.726865e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.043955e-14 2.250057e-14 0.000000e+00) (4.948450e-16 1.431716e-17 1.717081e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4171          	((0.000000e+00 0.000000e+00 1.876792e-13) (5.630127e-01 -7.987431e-16 -4.988879e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.194338e-13 -4.691980e-15 0.000000e+00) (4.398967e-16 1.247220e-17 1.716119e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4172          	((0.000000e+00 0.000000e+00 2.259554e-13) (5.630127e-01 -5.378840e-16 -3.913099e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.149309e-14 -5.648885e-15 0.000000e+00) (3.642033e-16 9.782747e-18 1.715158e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4173          	((0.000000e+00 0.000000e+00 -1.167448e-12) (5.630127e-01 -9.363277e-16 -4.421138e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.448217e-13 2.918621e-14 0.000000e+00) (3.977966e-16 1.105284e-17 1.714198e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4174          	((0.000000e+00 0.000000e+00 -3.461163e-13) (5.630127e-01 -8.111219e-16 -4.546591e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.935470e-14 8.652909e-15 0.000000e+00) (4.107975e-16 1.136648e-17 1.713242e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4175          	((0.000000e+00 0.000000e+00 -8.808217e-13) (5.630127e-01 -1.056372e-15 -4.933900e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.081529e-13 2.202054e-14 0.000000e+00) (4.372533e-16 1.233475e-17 1.712287e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4176          	((0.000000e+00 0.000000e+00 -5.624641e-13) (5.630127e-01 -1.065806e-15 -4.951671e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.971908e-14 1.406160e-14 0.000000e+00) (4.417856e-16 1.237918e-17 1.711335e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4177          	((0.000000e+00 0.000000e+00 -9.521427e-15) (5.630127e-01 -7.909622e-16 -4.679324e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.131924e-13 2.380357e-16 0.000000e+00) (4.197040e-16 1.169831e-17 1.710384e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4178          	((0.000000e+00 0.000000e+00 -4.723590e-13) (5.630127e-01 -8.119072e-16 -4.657637e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.228380e-15 1.180898e-14 0.000000e+00) (4.182231e-16 1.164409e-17 1.709471e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
4179          	((0.000000e+00 0.000000e+00 -3.460840e-13) (5.630127e-01 -8.070079e-16 -4.405180e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.699799e-14 8.652100e-15 0.000000e+00) (3.979386e-16 1.101295e-17 1.708563e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
